date,TQQQ_syn,QLD_syn,TQQQ_syn_cal,QLD_syn_cal
2001-04-10,0.22245049592599267,0.14832554975016168,0.22240497761211536,0.14830430094878483
2001-04-11,0.09022828209433964,0.060177501614774816,0.09018276378046235,0.06015625281339796
2001-04-12,0.1314783675715671,0.08767878648601805,0.1314328492576898,0.0876575376846412
2001-04-16,-0.17964636229948014,-0.1196603430521301,-0.17982843555498934,-0.11974533825763752
2001-04-17,0.07430309240991359,0.0495625978855778,0.07425757409603628,0.04954134908420094
2001-04-18,0.3124921851428514,0.2083550428421025,0.31244666682897404,0.20833379404072563
2001-04-19,0.1809011859100364,0.12062582091588704,0.1808556675961591,0.12060457211451019
2001-04-20,0.005991122875035456,0.004018734636441223,0.005945604561158157,0.003997485835064368
2001-04-23,-0.20208483578360878,-0.13465209660572997,-0.20222139072524067,-0.13471584300986053
2001-04-24,-0.05669053152278412,-0.03777016726802071,-0.05673604983666142,-0.037791416069397565
2001-04-25,0.05396255775045032,0.03599903062399541,0.05391703943657302,0.03597778182261856
2001-04-26,-0.07671342154968983,-0.05111791145487071,-0.07675893986356713,-0.05113916025624757
2001-04-27,0.08169396371208437,0.05448691768211438,0.08164844539820708,0.054465668880737526
2001-04-30,0.0657952751338739,0.04393690861772678,0.065658720192242,0.04387316221359622
2001-05-01,0.12328493457804837,0.08221536436111623,0.12323941626417106,0.08219411555973938
2001-05-02,0.057843564302051856,0.03858750091997273,0.057798045988174555,0.03856625211859587
2001-05-03,-0.13374472518452327,-0.08913830861817919,-0.13379024349840057,-0.08915955741955604
2001-05-04,0.08952804160504088,0.05970973064828309,0.08948252329116357,0.059688481846906234
2001-05-07,-0.06287417312115419,-0.041845837155187256,-0.06301072806278608,-0.04190958355931782
2001-05-08,0.0633478562451769,0.04225533024975645,0.06330233793129961,0.0422340814483796
2001-05-09,-0.10290511485739408,-0.06858026677233785,-0.10295063317127137,-0.0686015155737147
2001-05-10,-0.05048046840518376,-0.03363031383986779,-0.05052598671906106,-0.033651562641244644
2001-05-11,-0.014634049785775318,-0.009732512776681515,-0.014679568099652616,-0.00975376157805837
2001-05-14,-0.048718692384678845,-0.03240771798052854,-0.04885524732631075,-0.0324714643846591
2001-05-15,0.021878469956861775,0.014608884083591482,0.021832951642984474,0.014587635282214627
2001-05-16,0.13268646996518532,0.08848012971911805,0.13264095165130801,0.08845888091774119
2001-05-17,0.047517316716104756,0.031700128644218624,0.047471798402227455,0.03167887984284177
2001-05-18,0.008565553195758956,0.005732286297321423,0.008520034881881657,0.005711037495944568
2001-05-21,0.1873546851489815,0.1249700070264246,0.1872181302073496,0.12490626062229405
2001-05-22,-0.009020336556029575,-0.005990886064716593,-0.009065854869906874,-0.006012134866093448
2001-05-23,-0.1328192312516624,-0.08852357681269765,-0.1328647495655397,-0.08854482561407451
2001-05-24,0.07687427592927762,0.05127209464126236,0.07682875761540031,0.051250845839885505
2001-05-25,-0.054918285792602356,-0.03658904739581004,-0.054963804106479656,-0.03661029619718689
2001-05-29,-0.17658025939585317,-0.11762910921721241,-0.17676233265136237,-0.11771410442271983
2001-05-30,-0.11013984131868622,-0.07340332343344053,-0.11018535963256353,-0.07342457223481738
2001-05-31,0.020045867905719165,0.013386866457988977,0.020000349591841864,0.013365617656612122
2001-06-01,0.0883280529290299,0.05890785169501445,0.08828253461515259,0.0588866028936376
2001-06-04,-0.014956613870931734,-0.009902495247397834,-0.015093168812563633,-0.0099662416515284
2001-06-05,0.13201900250137158,0.08803562285509058,0.13197348418749427,0.08801437405371372
2001-06-06,-0.0234036630224123,-0.015579958939280355,-0.0234491813362896,-0.01560120774065721
2001-06-07,0.07688069293011797,0.051276184087799784,0.07683517461624068,0.05125493528642293
2001-06-08,-0.0833686932223436,-0.05555664573923455,-0.0834142115362209,-0.055577894540611406
2001-06-11,-0.08298176704755685,-0.05525344596647273,-0.08311832198918875,-0.0553171923706033
2001-06-12,-0.016490251925644656,-0.010971301017495383,-0.016535770239521953,-0.010992549818872238
2001-06-13,-0.08208060945762036,-0.05469858305068958,-0.08212612777149765,-0.054719831852066435
2001-06-14,-0.15508079044659231,-0.10336546461762221,-0.1551263087604696,-0.10338671341899906
2001-06-15,0.024648464203684158,0.016454132723513423,0.024602945889806858,0.016432883922136567
2001-06-18,-0.04073851803878341,-0.027094673067588018,-0.04087507298041531,-0.027158419471718584
2001-06-19,-0.015187920682839202,-0.010103834135803607,-0.015233438996716503,-0.010125082937180462
2001-06-20,0.0679483824558608,0.045320273734935294,0.0679028641419835,0.04529902493355844
2001-06-21,0.040486583281337814,0.02701221918954565,0.04044106496746051,0.026990970388168795
2001-06-22,-0.0071204091872623075,-0.004725587360480109,-0.007165927501139608,-0.004746836161856964
2001-06-25,0.007043183244986156,0.004757816101316511,0.006906628303354256,0.004694069697185946
2001-06-26,0.010183901539776595,0.006810148754307542,0.010138383225899297,0.006788899952930687
2001-06-27,0.019109091795071993,0.012760275591171141,0.019063573481194692,0.012739026789794286
2001-06-28,0.0381645152606716,0.025464456493203592,0.0381189969467943,0.025443207691826737
2001-06-29,0.09111420928885572,0.06076538354764776,0.09106869097497841,0.060744134746270904
2001-07-02,-0.017032135759320825,-0.011286742254971179,-0.017168690700952723,-0.011350488659101744
2001-07-03,0.012334775261013255,0.008246043729527721,0.012289256947135955,0.008224794928150866
2001-07-05,-0.1443681107816772,-0.09619987533110659,-0.1444591474094318,-0.0962423729338603
2001-07-06,-0.12448808249679019,-0.082969383358557,-0.12453360081066749,-0.08299063215993385
2001-07-09,0.02531361893908831,0.01694319518637574,0.02517706399745641,0.016879448782245173
2001-07-10,-0.1080377128857911,-0.0720024702845576,-0.1080832311996684,-0.07202371908593445
2001-07-11,0.036830828509521706,0.024576368748675647,0.036785310195644405,0.024555119947298792
2001-07-12,0.19004267884007428,0.1267171309774303,0.18999716052619697,0.12669588217605343
2001-07-13,-0.031166782762292254,-0.020755654908593782,-0.03121230107616955,-0.020776903709970637
2001-07-16,-0.05623672883540376,-0.037423986153772446,-0.056373283777035654,-0.03748773255790301
2001-07-17,0.06709015764296682,0.04474934911705516,0.06704463932908951,0.0447281003156783
2001-07-18,-0.11452307044222004,-0.07632641909688993,-0.11456858875609735,-0.07634766789826679
2001-07-19,0.07110842901991711,0.04742725412390585,0.0710629107060398,0.047406005322529
2001-07-20,-0.06985434796342668,-0.04654783629551179,-0.06989986627730399,-0.046569085096888646
2001-07-23,-0.07550963109251949,-0.050275132423812756,-0.0756461860341514,-0.05033887882794332
2001-07-24,-0.03418233794124484,-0.022766402039772576,-0.03422785625512214,-0.02278765084114943
2001-07-25,0.025949587571278156,0.017321548301909424,0.025904069257400856,0.01730029950053257
2001-07-26,0.04424280756655316,0.029517028298759424,0.04419728925267586,0.02949577949738257
2001-07-27,0.061841851169032167,0.041249724033745425,0.061796332855154866,0.04122847523236857
2001-07-30,-0.018481627659199168,-0.012255898065814801,-0.018618182600831066,-0.012319644469945367
2001-07-31,0.004115821736892657,0.002765798658077223,0.004070303423015357,0.002744549856700368
2001-08-01,0.09606158924941231,0.06406269427690264,0.096016070935535,0.06404144547552579
2001-08-02,0.05618302928522527,0.037476893402772486,0.05613751097134797,0.03745564460139563
2001-08-03,-0.05007559010658203,-0.033362186191765716,-0.05012110842045933,-0.03338343499314257
2001-08-06,-0.047841744674598605,-0.03183015749146482,-0.047978299616230506,-0.031893903895595384
2001-08-07,-0.015727754125282704,-0.010463723097432607,-0.015773272439160005,-0.010484971898809462
2001-08-08,-0.1265019754184807,-0.08431320395956461,-0.126547493732358,-0.08433445276094147
2001-08-09,0.012393049809037614,0.00828319687467885,0.012347531495160314,0.008261948073301995
2001-08-10,-0.028961526899687107,-0.019286803538668258,-0.029007045213564408,-0.019308052340045113
2001-08-13,0.06048720694295713,0.0403868826689951,0.06035065200132523,0.040323136264864536
2001-08-14,-0.03669279286682488,-0.024441075042996897,-0.03673831118070217,-0.02446232384437375
2001-08-15,-0.11102988274149313,-0.07399932333084137,-0.11107540105537043,-0.07402057213221823
2001-08-16,0.03509872204782468,0.023419746528703832,0.03505320373394738,0.023398497727326977
2001-08-17,-0.13669458639880425,-0.09110940829013293,-0.13674010471268155,-0.09113065709150979
2001-08-20,0.04074084079470577,0.02722066102338622,0.040604285853073865,0.027156914619255654
2001-08-21,-0.12480141782557928,-0.0831804408987284,-0.12484693613945659,-0.08320168970010526
2001-08-22,0.08157405870782275,0.05440292761685937,0.08152854039394546,0.05438167881548252
2001-08-23,-0.02964210401326475,-0.01974118086386563,-0.029687622327142046,-0.019762429665242484
2001-08-24,0.15896805405320658,0.10599911284676758,0.15892253573932927,0.10597786404539072
2001-08-27,0.0032358400303163304,0.0022190221773396987,0.003099285088684431,0.0021552757732091333
2001-08-28,-0.09396861690445259,-0.0626249577347487,-0.0940141352183299,-0.06264620653612556
2001-08-29,-0.04426472298101562,-0.029489405176047218,-0.044310241294892916,-0.029510653977424074
2001-08-30,-0.11121662081293268,-0.074123909556964,-0.11126213912680999,-0.07414515835834086
2001-08-31,0.03796277834605472,0.025328552395230606,0.03791726003217742,0.02530730359385375
2001-09-04,-0.09576901270819722,-0.06376549786272188,-0.09595108596370641,-0.0638504930682293
2001-09-05,-0.01203589104501306,-0.008003234683223035,-0.012081409358890358,-0.00802448348459989
2001-09-06,-0.12161998691171833,-0.08105958112984901,-0.12166550522559562,-0.08108082993122587
2001-09-07,-0.017889131190436794,-0.011906242257014503,-0.017934649504314094,-0.011927491058391358
2001-09-10,0.035050217151251256,0.023424370404321215,0.034913662209619355,0.02336062400019065
2001-09-17,-0.2564280788190572,-0.17081840702791498,-0.2567467070161983,-0.17096714863755297
2001-09-18,-0.06745663384383634,-0.04495810366447632,-0.06750215215771364,-0.044979352465853176
2001-09-19,-0.05227328846663603,-0.03483690484883552,-0.05231880678051333,-0.03485815365021237
2001-09-20,-0.10022644401149423,-0.06680829808266386,-0.10027196232537153,-0.06682954688404072
2001-09-21,-0.08090200951261876,-0.053925060906805586,-0.08094752782649607,-0.05394630970818244
2001-09-24,0.15072765605186905,0.10051478299772561,0.15059110111023716,0.10045103659359504
2001-09-25,0.008981407196100417,0.005998621758084204,0.008935888882223119,0.005977372956707349
2001-09-26,-0.10417878671142877,-0.06944132011808409,-0.10422430502530607,-0.06946256891946094
2001-09-27,-0.02001704972250708,-0.013333682854320796,-0.02006256803638438,-0.013354931655697651
2001-09-28,0.05253276213190062,0.035032858381951006,0.05248724381802332,0.03501160958057415
2001-10-01,-0.026295309484509217,-0.017496593254400873,-0.026431864426141115,-0.017560339658531435
2001-10-02,0.009261733507810241,0.006185412275279165,0.009216215193932942,0.00616416347390231
2001-10-03,0.22679516045366743,0.15120676026171687,0.22674964213979013,0.15118551146034
2001-10-04,0.028904426274143354,0.01927932324164552,0.028858907960266054,0.019258074440268665
2001-10-05,0.043960042414915114,0.02931621342569995,0.04391452410103781,0.029294964624323096
2001-10-08,0.009067037086024446,0.006072685165679806,0.008930482144392547,0.006008938761549241
2001-10-09,-0.07263216155932972,-0.04841210978122086,-0.07267767987320702,-0.048433358582597716
2001-10-10,0.1359285485619028,0.0906286444762088,0.13588303024802553,0.09060739567483195
2001-10-11,0.20294759411021054,0.13530800817508062,0.20290207579633326,0.13528675937370377
2001-10-12,-0.013099172430540915,-0.008722701351438112,-0.013144690744418213,-0.008743950152814968
2001-10-15,-0.013413844578831935,-0.008912884089408385,-0.013550399520463835,-0.008976630493538949
2001-10-16,0.04870721189307739,0.03248136758310034,0.04866169357920009,0.03246011878172349
2001-10-17,-0.2155176366956468,-0.1436688123621576,-0.21556315500952408,-0.14369006116353444
2001-10-18,0.08122664041712023,0.05416070571302042,0.08118112210324292,0.05413945691164356
2001-10-19,0.019675850351147182,0.013126564825763735,0.019630332037269882,0.01310531602438688
2001-10-22,0.08009868714765625,0.05342711854010101,0.07996213220602434,0.05336337213597044
2001-10-23,0.015543170099013131,0.01037172550094901,0.015497651785135833,0.010350476699572154
2001-10-24,0.06484662812244056,0.04324051028295883,0.06480110980856327,0.04321926148158198
2001-10-25,0.12028330289086696,0.08019801264718558,0.12023778457698966,0.08017676384580873
2001-10-26,-0.06452842326470136,-0.04301008556176663,-0.06457394157857865,-0.043031334363143485
2001-10-29,-0.16449133878226577,-0.1096343026774077,-0.16462789372389766,-0.10969804908153827
2001-10-30,-0.05828630343320008,-0.03884914019882009,-0.05833182174707738,-0.038870389000196945
2001-10-31,0.046614225223199676,0.031084171371254632,0.046568706909322376,0.031062922569877777
2001-11-01,0.12731336279835387,0.08488359642135743,0.12726784448447656,0.08486234761998057
2001-11-02,0.02195392076240772,0.014644061940477304,0.021908402448530418,0.014622813139100448
2001-11-05,0.09740196751661218,0.06495758630401532,0.09726541257498027,0.06489383989988476
2001-11-06,0.11658760642787909,0.07773271804956625,0.1165420881140018,0.07771146924818939
2001-11-07,-0.004036384900321852,-0.0026846784603357815,-0.004081903214199153,-0.0027059272617126367
2001-11-08,-0.030782593024877087,-0.020515951069698998,-0.030828111338754387,-0.020537199871075853
2001-11-09,-0.001696517060692448,-0.0011248600153392298,-0.001742035374569748,-0.0011461088167160848
2001-11-12,0.021147492781598005,0.014116502266401137,0.021010937839966107,0.014052755862270573
2001-11-13,0.10726074605756496,0.07151322195348857,0.10721522774368765,0.07149197315211171
2001-11-14,0.02123398044100355,0.01416213831912477,0.02118846212712625,0.014140889517747914
2001-11-15,-0.012219394888646588,-0.00813983154213365,-0.012264913202523889,-0.008161080343510504
2001-11-16,-0.008469809400425138,-0.005639734005515225,-0.008515327714302438,-0.005660982806892079
2001-11-19,0.08500640594196243,0.05669219545357775,0.08486985100033054,0.05662844904944719
2001-11-20,-0.13866581654988389,-0.0924368851377631,-0.13871133486376117,-0.09245813393913996
2001-11-21,-0.01564942042591959,-0.010425860897634349,-0.01569493873979689,-0.010447109699011204
2001-11-23,0.06692574113200933,0.044631519851767804,0.06683470450425473,0.04458902224901409
2001-11-26,0.07374111653151004,0.04918200251327615,0.07360456158987815,0.04911825610914559
2001-11-27,-0.0038413965817269326,-0.0025535645005496216,-0.0038869148956042323,-0.002574813301926477
2001-11-28,-0.10831883703040984,-0.07220575242550503,-0.10836435534428714,-0.07222700122688189
2001-11-29,0.0927942694019143,0.061869277984906955,0.092748751088037,0.0618480291835301
2001-11-30,-0.022634010750938988,-0.015083562887073599,-0.022679529064816288,-0.015104811688450454
2001-12-03,-0.05176274942870994,-0.03449172731043303,-0.051899304370341834,-0.0345554737145636
2001-12-04,0.1430808748945306,0.09539284069925605,0.1430353565806533,0.0953715918978792
2001-12-05,0.1483192791532965,0.0988847365740552,0.14827376083941923,0.09886348777267834
2001-12-06,0.004097823395650083,0.002737379618459786,0.004052305081772782,0.0027161308170829306
2001-12-07,-0.08260009207238095,-0.05506141750908292,-0.08264561038625826,-0.05508266631045978
2001-12-10,-0.05277909046543838,-0.03517180969104046,-0.052915645407070284,-0.035235556095171025
2001-12-11,0.016730588986017116,0.011158662955714103,0.016685070672139816,0.011137414154337248
2001-12-12,0.02391305117033855,0.01594650421760097,0.02386753285646125,0.015925255416224113
2001-12-13,-0.13003098702188065,-0.08668276121449328,-0.13007650533575796,-0.08670401001587014
2001-12-14,0.026309573642227975,0.01754446596790258,0.026264055328350674,0.017523217166525724
2001-12-17,0.05130369786804828,0.034217836473224475,0.05116714292641638,0.03415409006909391
2001-12-18,0.03372114578850001,0.022485980997524198,0.03367562747462271,0.022464732196147343
2001-12-19,-0.05463228947219958,-0.036416589349763696,-0.05467780778607688,-0.03643783815114055
2001-12-20,-0.12747422616353773,-0.08497806723594123,-0.12751974447741504,-0.08499931603731808
2001-12-21,0.05326321835116487,0.03551356244052718,0.05321770003728757,0.03549231363915033
2001-12-24,-0.012458058923737145,-0.00829056172071669,-0.012594613865369045,-0.008354308124847255
2001-12-26,0.02802888853923114,0.018695986395734856,0.02793785191147654,0.01865348879298115
2001-12-27,0.02408478018504636,0.016061830662535272,0.02403926187116906,0.016040581861158417
2001-12-28,0.023892230759688007,0.015933370978316198,0.023846712445810707,0.015912122176939342
2001-12-31,-0.10593038741405049,-0.0706051672216625,-0.10606694235568238,-0.07066891362579307
2002-01-02,0.09231576379455571,0.06155427680675219,0.09222472716680111,0.06151177920399848
2002-01-03,0.1038632978868315,0.06924741572974519,0.1038177795729542,0.06922616692836833
2002-01-04,0.01218622147538156,0.008129271392874024,0.012140703161504259,0.008108022591497168
2002-01-07,-0.03342087069091779,-0.022265489406240707,-0.03355742563254969,-0.022329235810371273
2002-01-08,0.02028597713539907,0.01352873496334998,0.02024045882152177,0.013507486161973125
2002-01-09,-0.02757484227282429,-0.01837857134766405,-0.02762036058670159,-0.018399820149040905
2002-01-10,0.019606333758081507,0.013075546006273149,0.019560815444204207,0.013054297204896294
2002-01-11,-0.03852570662282529,-0.02567914758099805,-0.03857122493670259,-0.025700396382374906
2002-01-14,-0.06563928348061918,-0.0437483522017666,-0.06577583842225107,-0.043812098605897166
2002-01-15,0.028434867331740204,0.018960301594042196,0.028389349017862907,0.01893905279266534
2002-01-16,-0.11610867223135,-0.07740187146032101,-0.11615419054522731,-0.07742312026169787
2002-01-17,0.06720881494014297,0.04480987998829513,0.06716329662626566,0.044788631186918275
2002-01-18,-0.0802987565779438,-0.053528220992473154,-0.08034427489182111,-0.05354946979385001
2002-01-22,-0.09289045437181569,-0.061910582778977465,-0.09307252762732489,-0.061995577984484886
2002-01-23,0.08252075013945767,0.055018583632722384,0.08247523182558038,0.05499733483134553
2002-01-24,0.039710994451306623,0.026478933265907105,0.03966547613742932,0.02645768446453025
2002-01-25,-0.008573669876770528,-0.00571074956638997,-0.008619188190647829,-0.005731998367766825
2002-01-28,0.01669239808004301,0.011143356441066489,0.016555843138411113,0.011079610036935925
2002-01-29,-0.08230266532184885,-0.05486331980527957,-0.08234818363572614,-0.05488456860665643
2002-01-30,0.022805352996587067,0.015208599015848428,0.02275983468270977,0.015187350214471575
2002-01-31,0.018710432217389758,0.012478932017430874,0.018664913903512458,0.012457683216054019
2002-02-01,-0.028925060469531264,-0.019277969701793636,-0.02897057878340856,-0.01929921850317049
2002-02-04,-0.09627211998121638,-0.0641652014871293,-0.09640867492284828,-0.06422894789125987
2002-02-05,-0.04967013316945332,-0.033107924758275814,-0.04971565148333062,-0.03312917355965267
2002-02-06,-0.020758225891523967,-0.01383341331645544,-0.020803744205401264,-0.013854662117832293
2002-02-07,-0.07248179446811429,-0.048315979173551994,-0.07252731278199159,-0.04833722797492885
2002-02-08,0.08344430293164085,0.05563465903038022,0.08339878461776355,0.05561341022900337
2002-02-11,0.037849382103052075,0.025248292629893674,0.03771282716142017,0.025184546225763108
2002-02-12,-0.02467014894721354,-0.016441642222189374,-0.02471566726109084,-0.01646289102356623
2002-02-13,0.05109446436910596,0.03406828678524168,0.05104894605522866,0.034047037983864825
2002-02-14,-0.0057870433784387625,-0.0038526249743986367,-0.005832561692316062,-0.003873873775775492
2002-02-15,-0.08958215517507444,-0.05971612624421192,-0.08962767348895175,-0.05973737504558878
2002-02-19,-0.09263828528455376,-0.0617379883022724,-0.09282035854006296,-0.06182298350777982
2002-02-20,0.040554625197947405,0.027041633937155796,0.040509106884070105,0.02702038513577894
2002-02-21,-0.14263489042919067,-0.09508452300823324,-0.14268040874306798,-0.09510577180961009
2002-02-22,0.01513104844099204,0.010092769571888562,0.015085530127114739,0.010071520770511709
2002-02-25,0.12093808843999512,0.0806416041270117,0.12080153349836321,0.08057785772288113
2002-02-26,-0.011243567208207418,-0.007490214117445214,-0.011289085522084717,-0.00751146291882207
2002-02-27,-0.041387287732806415,-0.027586027800511215,-0.041432806046683715,-0.02760727660188807
2002-02-28,-0.054174071977857716,-0.03611055063054541,-0.054219590291735016,-0.03613179943192227
2002-03-01,0.17396360862202898,0.11598142327054128,0.17391809030815167,0.11596017446916443
2002-03-04,0.11804267489924634,0.07871160866357677,0.11790611995761445,0.0786478622594462
2002-03-05,0.021698797777150888,0.014471549373955889,0.021653279463273587,0.014450300572579034
2002-03-06,0.014325251264136314,0.0095559451229766,0.014279732950259015,0.009534696321599746
2002-03-07,0.006279350542772219,0.0041918244647504545,0.006233832228894919,0.004170575663373599
2002-03-08,0.07871803359372462,0.05248427983205206,0.07867251527984731,0.052463031030675206
2002-03-11,-0.011176183998987855,-0.007433456492001394,-0.011312738940619755,-0.00749720289613196
2002-03-12,-0.04137474795566123,-0.02757710738866222,-0.04142026626953853,-0.027598356190039076
2002-03-13,-0.07274009337680067,-0.04848724422607803,-0.07278561169067796,-0.048508493027454885
2002-03-14,-0.01790576132315933,-0.01193120973892587,-0.017951279637036625,-0.011952458540302725
2002-03-15,0.030006554187935942,0.020010614265169417,0.029961035874058642,0.019989365463792562
2002-03-18,0.01659782522186684,0.011083951234214256,0.01646127028023494,0.01102020483008369
2002-03-19,-0.004917129676880708,-0.0032717481918723593,-0.0049626479907580075,-0.0032929969932492145
2002-03-20,-0.10604676317938178,-0.07069159731304239,-0.10609228149325907,-0.07071284611441925
2002-03-21,0.07976133181340345,0.053180372567391374,0.07971581349952615,0.05315912376601452
2002-03-22,-0.027662916959578728,-0.01843588672460722,-0.02770843527345603,-0.018457135525984075
2002-03-25,-0.0919229763117187,-0.06126381046247666,-0.0920595312533506,-0.06132755686660723
2002-03-26,0.027734836659628267,0.01849585558293253,0.02768931834575097,0.018474606781555675
2002-03-27,-0.02351238117261647,-0.015669049739083687,-0.02355789948649377,-0.015690298540460543
2002-03-28,0.037805447053373534,0.02520950241157631,0.03775992873949623,0.025188253610199454
2002-04-01,0.05698372826687826,0.03801188893467335,0.05680165501136906,0.03792689372916593
2002-04-02,-0.13561326753146508,-0.09040325425140774,-0.13565878584534238,-0.0904245030527846
2002-04-03,-0.005234821733114385,-0.0034841035418571977,-0.005280340046991685,-0.003505352343234053
2002-04-04,-0.023226944916471513,-0.015478945755125711,-0.023272463230348813,-0.015500194556502566
2002-04-05,-0.03376426705771128,-0.022503920602238547,-0.033809785371588574,-0.022525169403615403
2002-04-08,0.037222827078294704,0.024831429885878088,0.03708627213666281,0.024767683481747522
2002-04-09,-0.10441211105702454,-0.06960276349884534,-0.10445762937090185,-0.0696240123002222
2002-04-10,0.022225453869172757,0.014822092988734823,0.022179935555295457,0.014800844187357968
2002-04-11,-0.0745681762150745,-0.0497071805116803,-0.0746136945289518,-0.049728429313057154
2002-04-12,0.04717239600223678,0.03145329435294823,0.04712687768835948,0.03143204555157138
2002-04-15,0.02386303771223495,0.015923502703264713,0.023726482770603054,0.015859756299134147
2002-04-16,0.1250845322056471,0.08339462510213409,0.1250390138917698,0.08337337630075724
2002-04-17,-0.015443665888553991,-0.010290560120511801,-0.01548918420243129,-0.010311808921888656
2002-04-18,-0.057495105506725236,-0.038324946595197175,-0.057540623820602536,-0.03834619539657403
2002-04-19,0.009505092446328571,0.006341758649009431,0.00945957413245127,0.0063205098476325754
2002-04-22,-0.07604336222928942,-0.050680203591667326,-0.07617991717092133,-0.05074394999579789
2002-04-23,-0.05190291092161413,-0.03459691026295237,-0.05194842923549143,-0.034618159064329225
2002-04-24,-0.046450902319873234,-0.030962144470629175,-0.046496420633750535,-0.03098339327200603
2002-04-25,-0.007485967559034328,-0.004985614687899169,-0.007531485872911628,-0.0050068634892760245
2002-04-26,-0.1278000803878968,-0.08519483645340702,-0.1278455987017741,-0.08521608525478387
2002-04-29,0.007423946073727677,0.004965228999998221,0.007287391132095777,0.004901482595867656
2002-04-30,0.05870031997112568,0.039139044002110185,0.05865480165724838,0.03911779520073333
2002-05-01,-0.01617696222641112,-0.010779144129581015,-0.01622248054028842,-0.01080039293095787
2002-05-02,-0.09991408574919372,-0.06660389314476942,-0.09995960406307101,-0.06662514194614627
2002-05-03,-0.07581496341150973,-0.050537811586313416,-0.07586048172538702,-0.05055906038769027
2002-05-06,-0.07798265002600908,-0.05197222151699111,-0.07811920496764099,-0.052035967921121674
2002-05-07,-0.028063877028341663,-0.018703847407667236,-0.02810939534221896,-0.01872509620904409
2002-05-08,0.32080400347609594,0.21387473959529116,0.32075848516221867,0.2138534907939143
2002-05-09,-0.07753539565630437,-0.051684859826309035,-0.07758091397018167,-0.05170610862768589
2002-05-10,-0.13483624111285783,-0.08988533005387882,-0.13488175942673514,-0.08990657885525567
2002-05-13,0.12147466876460905,0.08099960457381856,0.12133811382297716,0.080935858169688
2002-05-14,0.17642448626299306,0.11762182153002178,0.17637896794911576,0.11760057272864492
2002-05-15,0.022001785724391418,0.014673447919163253,0.021956267410514117,0.014652199117786398
2002-05-16,0.004468839248223337,0.0029846301100427634,0.004423320934346038,0.002963381308665908
2002-05-17,0.006288232411776058,0.0041974654803550735,0.0062427140978987584,0.004176216678978219
2002-05-20,-0.06590401414095229,-0.04391979759361991,-0.0660405690825842,-0.04398354399775047
2002-05-21,-0.08206333170861324,-0.05470357726657112,-0.08210885002249055,-0.05472482606794798
2002-05-22,0.006599891722726558,0.004405238354322073,0.006554373408849259,0.004383989552945219
2002-05-23,0.0600885312410217,0.040064237965872,0.0600430129271444,0.04004298916449515
2002-05-24,-0.07409429168391239,-0.049390977317417394,-0.0741398099977897,-0.04941222611879425
2002-05-28,-0.013853188672116568,-0.009214590560647606,-0.014035261927625768,-0.009299585766155026
2002-05-29,-0.07920357423566607,-0.05279697887921683,-0.07924909254954338,-0.05281822768059369
2002-05-30,0.025658452007045758,0.017110945210534873,0.025612933693168458,0.017089696409158018
2002-05-31,-0.04921829528550714,-0.03280688631783372,-0.04926381359938444,-0.03282813511921057
2002-06-03,-0.10616379338094598,-0.0707602108383914,-0.10630034832257787,-0.07082395724252197
2002-06-04,0.03923403604714146,0.02616133457059867,0.03918851773326416,0.026140085769221815
2002-06-05,0.030549670940347537,0.020371851238125564,0.03050415262647024,0.02035060243674871
2002-06-06,-0.07899644470171735,-0.052658985928640524,-0.07904196301559466,-0.05268023473001738
2002-06-07,-0.06034955991045239,-0.0402278228017774,-0.06039507822432969,-0.04024907160315425
2002-06-10,-0.005608432126533275,-0.003723303335449604,-0.005744987068165174,-0.0037870497395801695
2002-06-11,-0.08399518605095695,-0.05599148016146692,-0.08404070436483425,-0.056012728962843775
2002-06-12,0.04359777074205606,0.029070491033875073,0.04355225242817876,0.029049242232498218
2002-06-13,-0.01948460363703899,-0.012984518619501801,-0.01953012195091629,-0.013005767420878656
2002-06-14,-0.0066044892953454285,-0.00439796251210657,-0.006650007609222728,-0.004419211313483425
2002-06-17,0.10179913507140545,0.06788090094271172,0.10166258012977356,0.06781715453858116
2002-06-18,0.048217801939850966,0.032150325035853626,0.048172283625973665,0.03212907623447677
2002-06-19,-0.17377516090753894,-0.11584498352907298,-0.17382067922141625,-0.11586623233044983
2002-06-20,-0.0966625135579331,-0.0644367387402527,-0.09670803187181039,-0.06445798754162956
2002-06-21,-0.07266241071700505,-0.048436483402050375,-0.07270792903088234,-0.04845773220342723
2002-06-24,0.058953098874308316,0.039317156970576694,0.058816543932676414,0.03925341056644613
2002-06-25,-0.09922773747291035,-0.06614670123932058,-0.09927325578678764,-0.06616795004069743
2002-06-26,0.022286668142144056,0.014862902504049022,0.022241149828266756,0.014841653702672167
2002-06-27,0.06539659760074516,0.04360257531718633,0.06535107928686787,0.043581326515809475
2002-06-28,-0.012689020093779138,-0.008454503145829875,-0.012734538407656438,-0.00847575194720673
2002-07-01,-0.1439783103402745,-0.09597100947678101,-0.1441148652819064,-0.09603475588091158
2002-07-02,-0.1087516403184233,-0.07249615658057951,-0.10879715863230059,-0.07251740538195636
2002-07-03,0.10010823034030586,0.06674385057832763,0.10006271202642857,0.06672260177695077
2002-07-05,0.19252473815180454,0.12835988613745047,0.19243370152404995,0.12831738853469676
2002-07-08,-0.1096422290886631,-0.07307972833807092,-0.10977878403029499,-0.07314347474220148
